P,13,4,RED,csfs,
P,30,1,WHITE,P1,
P,31,1,WHITE,P2,
P,32,1,BLUE,,
S,1,2,YELLOW,,
E,1,2,YELLOW,,
S,2,2,CYAN,,
E,2,2,CYAN,,
S,3,2,RED,,
E,3,2,RED,,
S,4,2,BLUE,,
E,4,2,BLUE,,
