  1; 3;"P";    1.000000;  
  7; 3;"P";    1.500000;  
 29; 3;"T";         0.0;  
 36; 3;"P";    2.000000;  
 37; 3;"T";    1000.000;  
 38; 3;"T";    1000.000;  
 39; 3;"T";    1000.000;  
 40; 3;"T";    1000.000;  
 41; 3;"T";    4.000000;  
 42; 3;"T";    1000.000;  
 43; 3;"T";    1000.000;  
 44; 3;"T";    1000.000;  
